Station,X,Y,Z,Dimension,Value,Unit
3229,-11.288543,39.87301,0.00619,,NA,
3230,-11.215378,39.89379,0.00556,,NA,
3231,-11.142175,39.914437,0.006099,,NA,
3232,-11.068935,39.934948,0.005485,,NA,
3233,-10.995656,39.955325,0.007037,,NA,
3234,-10.922341,39.975567,0.006668,,NA,
3235,-10.848988,39.995674,0.005661,,NA,
3236,-10.775599,40.015647,0.00657,,NA,
3237,-10.702173,40.035484,0.006745,,NA,
3238,-10.62871,40.055186,0.007046,,NA,
3239,-10.555212,40.074754,0.00474,,NA,
3240,-10.481677,40.094186,0.004075,,NA,
3241,-10.408107,40.113482,0.004151,,NA,
3242,-10.334502,40.132644,0.004902,,NA,
3243,-10.260861,40.15167,0.005005,,NA,
3244,-10.187186,40.17056,0.00531,,NA,
3245,-10.113476,40.189315,0.005936,,NA,
3246,-10.039732,40.207935,0.006348,,NA,
3247,-9.965954,40.226419,0.006371,,NA,
3248,-9.892141,40.244767,0.005127,,NA,
3249,-9.818295,40.26298,0.004801,,NA,
3250,-9.744416,40.281056,0.002638,,NA,
3251,-9.670504,40.298997,0.003114,,NA,
3252,-9.596559,40.316802,0.003566,,NA,
3253,-9.522581,40.334471,0.002873,,NA,
3254,-9.44857,40.352003,0.004228,,NA,
3255,-9.374528,40.3694,0.003331,,NA,
3256,-9.300454,40.386661,0.00393,,NA,
3257,-9.226348,40.403785,0.002917,,NA,
3258,-9.152211,40.420773,0.00529,,NA,
3259,-9.078043,40.437624,0.004897,,NA,
3260,-9.003844,40.454339,0.006135,,NA,
3261,-8.929614,40.470918,0.005821,,NA,
3262,-8.855354,40.48736,0.004671,,NA,
3263,-8.781063,40.503666,0.003719,,NA,
3264,-8.706743,40.519835,0.004258,,NA,
3265,-8.632394,40.535867,0.006057,,NA,
3266,-8.558015,40.551763,0.006868,,NA,
3267,-8.483607,40.567521,0.005825,,NA,
3268,-8.40917,40.583143,0.005537,,NA,
3269,-8.334704,40.598628,0.006982,,NA,
3270,-8.26021,40.613976,0.006986,,NA,
3271,-8.185688,40.629187,0.006212,,NA,
3272,-8.111138,40.644261,0.005525,,NA,
3273,-8.036561,40.659198,0.005896,,NA,
3274,-7.961956,40.673998,0.00532,,NA,
3275,-7.887324,40.68866,0.004713,,NA,
3276,-7.812665,40.703186,0.0046,,NA,
3277,-7.73798,40.717574,0.006021,,NA,
3278,-7.663268,40.731824,0.003895,,NA,
3279,-7.588531,40.745937,0.004207,,NA,
3280,-7.513767,40.759913,0.005769,,NA,
3281,-7.438978,40.773751,0.003944,,NA,
3282,-7.364163,40.787452,0.003559,,NA,
3283,-7.289324,40.801015,0.003829,,NA,
3284,-7.21446,40.814441,0.005013,,NA,
3285,-7.139571,40.827728,0.005536,,NA,
3286,-7.064658,40.840878,0.004679,,NA,
3287,-6.98972,40.853891,0.006145,,NA,
3288,-6.914759,40.866765,0.005297,,NA,
3289,-6.839775,40.879502,0.005615,,NA,
3290,-6.764767,40.8921,0.005449,,NA,
3291,-6.689736,40.904561,0.005082,,NA,
3292,-6.614682,40.916884,0.005599,,NA,
3293,-6.539606,40.929069,0.00847,,NA,
3294,-6.464507,40.941115,0.014022,,NA,
3295,-6.389387,40.953024,0.007061,,NA,
3296,-6.314245,40.964794,0.01119,,NA,
3297,-6.239081,40.976426,0.008673,,NA,
3298,-6.163896,40.98792,0.003422,,NA,
3299,-6.08869,40.999276,0.003192,,NA,
3300,-6.013463,41.010494,0.003527,,NA,
3301,-5.938215,41.021573,0.003944,,NA,
3302,-5.862948,41.032513,0.00356,,NA,
3303,-5.78766,41.043315,0.004145,,NA,
3304,-5.712353,41.053979,0.00427,,NA,
3305,-5.637026,41.064505,0.003716,,NA,
3306,-5.56168,41.074891,0.004581,,NA,
3307,-5.486315,41.085139,0.00301,,NA,
3308,-5.410931,41.095249,0.003328,,NA,
3309,-5.335529,41.10522,0.004364,,NA,
3310,-5.260109,41.115052,0.003381,,NA,
3311,-5.18467,41.124746,0.003534,,NA,
3312,-5.109214,41.134301,0.003678,,NA,
3313,-5.033741,41.143717,0.00253,,NA,
3314,-4.95825,41.152994,0.00374,,NA,
3315,-4.882743,41.162133,0.003993,,NA,
3316,-4.807218,41.171132,0.003459,,NA,
3317,-4.731678,41.179993,0.004007,,NA,
3318,-4.656121,41.188715,0.003683,,NA,
3319,-4.580548,41.197298,0.004899,,NA,
3320,-4.50496,41.205742,0.005979,,NA,
3321,-4.429356,41.214047,0.005848,,NA,
3322,-4.353737,41.222212,0.006022,,NA,
3323,-4.278103,41.230239,0.006784,,NA,
3324,-4.202455,41.238127,0.00652,,NA,
3325,-4.126792,41.245875,0.006967,,NA,
3326,-4.051115,41.253485,0.007382,,NA,
3327,-3.975424,41.260955,0.006195,,NA,
3328,-3.899719,41.268286,0.00515,,NA,
3329,-3.824002,41.275478,0.005022,,NA,
3330,-3.748271,41.282531,0.004961,,NA,
3331,-3.672527,41.289444,0.005832,,NA,
3332,-3.596771,41.296218,0.004515,,NA,
3333,-3.521002,41.302853,0.004803,,NA,
3334,-3.445221,41.309348,0.005436,,NA,
3335,-3.369429,41.315704,0.006054,,NA,
3336,-3.293625,41.321921,0.006454,,NA,
3337,-3.217809,41.327998,0.006688,,NA,
3338,-3.141983,41.333936,0.006819,,NA,
3339,-3.066146,41.339735,0.006193,,NA,
3340,-2.990298,41.345393,0.006052,,NA,
3341,-2.91444,41.350913,0.006019,,NA,
3342,-2.838572,41.356293,0.005933,,NA,
3343,-2.762694,41.361533,0.005202,,NA,
3344,-2.686806,41.366634,0.004867,,NA,
3345,-2.61091,41.371596,0.004852,,NA,
3346,-2.535004,41.376418,0.004253,,NA,
3347,-2.45909,41.3811,0.004342,,NA,
3348,-2.383167,41.385642,0.003973,,NA,
3349,-2.307236,41.390045,0.003935,,NA,
3350,-2.231297,41.394309,0.003499,,NA,
3351,-2.15535,41.398433,0.003259,,NA,
3352,-2.079396,41.402417,0.003547,,NA,
3353,-2.003435,41.406261,0.00154,,NA,
3354,-1.927467,41.409966,0.000227,,NA,
3355,-1.851492,41.413531,-0.000333,,NA,
